Time	DISPLACEMENT_Y	Coupling_Iterations	
0.05	0.0	1	
0.1	1.338101668825651e-11	1	
0.15000000000000002	7.359408921210386e-11	1	
0.2	2.2958904757017865e-10	1	
0.25	5.33448204529711e-10	1	
0.3	1.0232622013121656e-09	1	
0.35	1.7035982688529932e-09	1	
0.39999999999999997	2.5261176671501338e-09	1	
0.44999999999999996	3.3730725223332353e-09	1	
0.49999999999999994	4.046253030704816e-09	1	
0.5499999999999999	4.263833012733343e-09	1	
0.6	3.6678724083337603e-09	1	
0.65	1.8457219705665058e-09	1	
0.7000000000000001	-1.6317716569487098e-09	1	
0.7500000000000001	-7.154991390965741e-09	1	
0.8000000000000002	-1.50081197755582e-08	1	
0.8500000000000002	-2.530059727410062e-08	1	
0.9000000000000002	-3.7912744224442576e-08	1	
0.9500000000000003	-5.247070065745926e-08	1	
1.0000000000000002	-6.836090142852944e-08	1	
1.0500000000000003	-8.47861635601202e-08	1	
1.1000000000000003	-1.0085690169507033e-07	1	
1.1500000000000004	-1.1570475923272949e-07	1	
1.2000000000000004	-1.2860321739822078e-07	1	
1.2500000000000004	-1.3908015484457113e-07	1	
1.3000000000000005	-1.470093836320718e-07	1	
1.3500000000000005	-1.526702252535387e-07	1	
1.4000000000000006	-1.5676543826143488e-07	1	
1.4500000000000006	-1.6038897286912526e-07	1	
1.5000000000000007	-1.6493787100421444e-07	1	
1.5500000000000007	-1.719689412499056e-07	1	
1.6000000000000008	-1.830108930200899e-07	1	
1.6500000000000008	-1.9935440647479833e-07	1	
1.7000000000000008	-2.2185240777346916e-07	1	
1.7500000000000009	-2.507666722549964e-07	1	
1.800000000000001	-2.8569246214207876e-07	1	
1.850000000000001	-3.255806354034e-07	1	
1.900000000000001	-3.6885952196067903e-07	1	
1.950000000000001	-4.1364112269038673e-07	1	
2.000000000000001	-4.5798185648915463e-07	1	
2.0500000000000007	-5.001596072473959e-07	1	
2.1000000000000005	-5.38926891117666e-07	1	
2.1500000000000004	-5.737039108999294e-07	1	
2.2	-6.046837217895167e-07	1	
2.25	-6.328333315484941e-07	1	
2.3	-6.597880946756588e-07	1	
2.3499999999999996	-6.876510486924387e-07	1	
2.3999999999999995	-7.187224342223167e-07	1	
2.4499999999999993	-7.551956518379668e-07	1	
2.499999999999999	-7.988622940601247e-07	1	
2.549999999999999	-8.50869004357904e-07	1	
2.5999999999999988	-9.115620936828286e-07	1	
2.6499999999999986	-9.804429346340894e-07	1	
2.6999999999999984	-1.0562403833638606e-06	1	
2.7499999999999982	-1.1370889013127152e-06	1	
2.799999999999998	-1.220785753599929e-06	1	
2.849999999999998	-1.3050900277748064e-06	1	
2.8999999999999977	-1.3880214905895613e-06	1	
2.9499999999999975	-1.468118679273446e-06	1	
2.9999999999999973	-1.5446224251943927e-06	1	
3.049999999999997	-1.6175620145853235e-06	1	
3.099999999999997	-1.6877337830250184e-06	1	
3.149999999999997	-1.7565734621728757e-06	1	
3.1999999999999966	-1.8259361688658077e-06	1	
3.2499999999999964	-1.8978301898487867e-06	1	
3.2999999999999963	-1.974143610522843e-06	1	
3.349999999999996	-2.0563947359752093e-06	1	
3.399999999999996	-2.1455344769748152e-06	1	
3.4499999999999957	-2.2418180104474547e-06	1	
3.4999999999999956	-2.3447730859750803e-06	1	
3.5499999999999954	-2.4532751516812877e-06	1	
3.599999999999995	-2.565715786121799e-06	1	
3.649999999999995	-2.680234650827289e-06	1	
3.699999999999995	-2.794977017580893e-06	1	
3.7499999999999947	-2.908338417795062e-06	1	
3.7999999999999945	-3.0191640630928153e-06	1	
3.8499999999999943	-3.126878211985702e-06	1	
3.899999999999994	-3.2315295044784607e-06	1	
3.949999999999994	-3.3337498194454465e-06	1	
3.999999999999994	-3.4346366892003475e-06	1	
4.049999999999994	-3.535577299298546e-06	1	
4.099999999999993	-3.6380375888102375e-06	1	
4.149999999999993	-3.7433467863654e-06	1	
4.199999999999993	-3.8525101408926456e-06	1	
4.249999999999993	-3.966077846991687e-06	1	
4.299999999999993	-4.0840876573625945e-06	1	
4.3499999999999925	-4.206086142059385e-06	1	
4.399999999999992	-4.331221434151296e-06	1	
4.449999999999992	-4.458389895800097e-06	1	
4.499999999999992	-4.586411918005094e-06	1	
4.549999999999992	-4.7142090610830815e-06	1	
4.599999999999992	-4.840956165304489e-06	1	
4.6499999999999915	-4.966187397829887e-06	1	
4.699999999999991	-5.089843369341921e-06	1	
4.749999999999991	-5.2122560548310555e-06	1	
4.799999999999991	-5.334077716803833e-06	1	
4.849999999999991	-5.456168082454934e-06	1	
4.899999999999991	-5.579459558963784e-06	1	
4.94999999999999	-5.70482246647747e-06	1	
4.99999999999999	-5.832950751357643e-06	1	
5.04999999999999	-5.964283860663943e-06	1	
5.09999999999999	-6.098973557716344e-06	1	
5.14999999999999	-6.2368967613448525e-06	1	
5.1999999999999895	-6.377708297751576e-06	1	
5.249999999999989	-6.520921830549036e-06	1	
5.299999999999989	-6.6660039624127e-06	1	
5.349999999999989	-6.812465907019004e-06	1	
5.399999999999989	-6.959939058499587e-06	1	
5.449999999999989	-7.108224706556533e-06	1	
5.4999999999999885	-7.257313296613371e-06	1	
5.549999999999988	-7.407374066484708e-06	1	
5.599999999999988	-7.5587198565383515e-06	1	
5.649999999999988	-7.711753076951675e-06	1	
5.699999999999988	-7.86690034434295e-06	1	
5.749999999999988	-8.024545942910379e-06	1	
5.799999999999987	-8.184974753196871e-06	1	
5.849999999999987	-8.348332829950958e-06	1	
5.899999999999987	-8.514609752011684e-06	1	
5.949999999999987	-8.683642669270738e-06	1	
5.999999999999987	-8.855138709534956e-06	1	
6.0499999999999865	-9.028710942981415e-06	1	
6.099999999999986	-9.203923576045015e-06	1	
6.149999999999986	-9.380338560208848e-06	1	
6.199999999999986	-9.557550461419946e-06	1	
6.249999999999986	-9.7352033174433e-06	1	
6.299999999999986	-9.912990796155521e-06	1	
6.349999999999985	-1.0090643605382222e-05	1	
6.399999999999985	-1.026790856689436e-05	1	
6.449999999999985	-1.0444523824427414e-05	1	
6.499999999999985	-1.0620194587202972e-05	1	
6.549999999999985	-1.0794572986735726e-05	1	
6.5999999999999845	-1.0967243801842198e-05	1	
6.649999999999984	-1.1137716793685891e-05	1	
6.699999999999984	-1.1305425950491227e-05	1	
6.749999999999984	-1.1469735258061881e-05	1	
6.799999999999984	-1.1629949821169653e-05	1	
6.849999999999984	-1.178533057604566e-05	1	
6.8999999999999835	-1.1935110571486605e-05	1	
6.949999999999983	-1.2078510876316049e-05	1	
6.999999999999983	-1.221475452691884e-05	1	
7.049999999999983	-1.2343077452589086e-05	1	
7.099999999999983	-1.2462735887550585e-05	1	
7.149999999999983	-1.2573010289317907e-05	1	
7.199999999999982	-1.2673206172764371e-05	1	
7.249999999999982	-1.2762652496031778e-05	1	
7.299999999999982	-1.2840698318898164e-05	1	
7.349999999999982	-1.2906708456435845e-05	1	
7.399999999999982	-1.2960058788956997e-05	1	
7.4499999999999815	-1.3000131811045952e-05	1	
7.499999999999981	-1.3026312926544467e-05	1	
7.549999999999981	-1.3037987920002897e-05	1	
7.599999999999981	-1.3034541943141943e-05	1	
7.649999999999981	-1.3015360236644657e-05	1	
7.699999999999981	-1.2979830643819541e-05	1	
7.7499999999999805	-1.2927347773020343e-05	1	
7.79999999999998	-1.2857318442055469e-05	1	
7.84999999999998	-1.2769167817932062e-05	1	
7.89999999999998	-1.2662345488857233e-05	1	
7.94999999999998	-1.253633061604289e-05	1	
7.99999999999998	-1.2390635353023543e-05	1	
8.04999999999998	-1.2224805888963784e-05	1	
8.09999999999998	-1.203842076562531e-05	1	
8.14999999999998	-1.1831086487694357e-05	1	
8.199999999999982	-1.1602430822655334e-05	1	
8.249999999999982	-1.1352094508163728e-05	1	
8.299999999999983	-1.1079722299534498e-05	1	
8.349999999999984	-1.078495437070192e-05	1	
8.399999999999984	-1.0467419013358337e-05	1	
8.449999999999985	-1.012672740002688e-05	1	
8.499999999999986	-9.762470844180618e-06	1	
8.549999999999986	-9.374220576233169e-06	1	
8.599999999999987	-8.961529621669008e-06	1	
8.649999999999988	-8.523936012931393e-06	1	
8.699999999999989	-8.060966366431986e-06	1	
8.74999999999999	-7.572138843166003e-06	1	
8.79999999999999	-7.056964671713663e-06	1	
8.84999999999999	-6.514947714964317e-06	1	
8.899999999999991	-5.945581933011899e-06	1	
8.949999999999992	-5.348346978615438e-06	1	
8.999999999999993	-4.722702477415091e-06	1	
9.049999999999994	-4.0680817478868545e-06	1	
9.099999999999994	-3.3838857666478084e-06	1	
9.149999999999995	-2.6694780304718454e-06	1	
9.199999999999996	-1.9241803674505887e-06	1	
9.249999999999996	-1.1472675957905819e-06	1	
9.299999999999997	-3.379655271365332e-07	1	
9.349999999999998	5.045482192495623e-07	1	
9.399999999999999	1.3811400736452657e-06	1	
9.45	2.292711622300175e-06	1	
9.5	3.2401879904774278e-06	1	
9.55	4.224506747838162e-06	1	
9.600000000000001	5.246609580422033e-06	1	
9.650000000000002	6.307436715583888e-06	1	
9.700000000000003	7.407923007594818e-06	1	
9.750000000000004	8.548996310240518e-06	1	
9.800000000000004	9.731579903046983e-06	1	
9.850000000000005	1.0956596122942289e-05	1	
9.900000000000006	1.2224963464017711e-05	1	
9.950000000000006	1.3537577906267748e-05	1	
10.000000000000007	1.4895275135539745e-05	1	
10.050000000000008	1.6300652208434883e-05	1	
10.100000000000009	1.7756927097174344e-05	1	
10.15000000000001	1.9264948889680227e-05	1	
10.20000000000001	2.0821178966278144e-05	1	
10.25000000000001	2.2418186351910256e-05	1	
10.300000000000011	2.4047592484115797e-05	1	
10.350000000000012	2.570366901796112e-05	1	
10.400000000000013	2.7385083993226612e-05	1	
10.450000000000014	2.9094082547527095e-05	1	
10.500000000000014	3.083373111918161e-05	1	
10.550000000000015	3.260469958760472e-05	1	
10.600000000000016	3.440305125372307e-05	1	
10.650000000000016	3.6219831002754944e-05	1	
10.700000000000017	3.804252292848401e-05	1	
10.750000000000018	3.985779407115541e-05	1	
10.800000000000018	4.165453689019844e-05	1	
10.85000000000002	4.342640943139805e-05	1	
10.90000000000002	4.51730870412539e-05	1	
10.95000000000002	4.6899805081373664e-05	1	
11.000000000000021	4.861546708780636e-05	1	
11.050000000000022	5.032980837739942e-05	1	
11.100000000000023	5.205044541121223e-05	1	
11.150000000000023	5.378078799744965e-05	1	
11.200000000000024	5.55196920579515e-05	1	
11.250000000000025	5.7262417794000644e-05	1	
11.300000000000026	5.9002196497435594e-05	1	
11.350000000000026	6.073201334449101e-05	1	
11.400000000000027	6.244621720496134e-05	1	
11.450000000000028	6.414164880158558e-05	1	
11.500000000000028	6.581814583005205e-05	1	
11.55000000000003	6.747846086016187e-05	1	
11.60000000000003	6.912783126136645e-05	1	
11.65000000000003	7.077335199240312e-05	1	
11.700000000000031	7.24232689980279e-05	1	
11.750000000000032	7.408630513322492e-05	1	
11.800000000000033	7.577085639563608e-05	1	
11.850000000000033	7.748403338198724e-05	1	
11.900000000000034	7.923114060278708e-05	1	
11.950000000000035	8.101562640324007e-05	1	
12.000000000000036	8.283936782764532e-05	1	
12.050000000000036	8.470330465083934e-05	1	
12.100000000000037	8.660831158430828e-05	1	
12.150000000000038	8.855599425843616e-05	1	
12.200000000000038	9.054920400686831e-05	1	
12.250000000000039	9.259219880599731e-05	1	
12.30000000000004	9.469046775899379e-05	1	
12.35000000000004	9.685028936994891e-05	1	
12.400000000000041	9.907815656784566e-05	1	
12.450000000000042	0.00010138022628534137	1	
12.500000000000043	0.00010376188869420854	1	
12.550000000000043	0.00010622743485815677	1	
12.600000000000044	0.00010877981058446409	1	
12.650000000000045	0.00011142059649577171	1	
12.700000000000045	0.00011415021388340572	1	
12.750000000000046	0.00011696813297629928	1	
12.800000000000047	0.0001198729990870968	1	
12.850000000000048	0.00012286269870477246	1	
12.900000000000048	0.00012593442552072317	1	
12.950000000000049	0.00012908474306064523	1	
13.00000000000005	0.00013230961142076178	1	
13.05000000000005	0.00013560436195779755	1	
13.100000000000051	0.0001389636255255503	1	
13.150000000000052	0.00014238123107958496	1	
13.200000000000053	0.00014585009677328648	1	
13.250000000000053	0.00014936214321694424	1	
13.300000000000054	0.00015290825956229925	1	
13.350000000000055	0.00015647833328652773	1	
13.400000000000055	0.0001600613299043735	1	
13.450000000000056	0.00016364539888362792	1	
13.500000000000057	0.00016721798757815464	1	
13.550000000000058	0.0001707659560622997	1	
13.600000000000058	0.00017427569236287165	1	
13.650000000000059	0.0001777332285348353	1	
13.70000000000006	0.00018112435696821094	1	
13.75000000000006	0.00018443474560692508	1	
13.800000000000061	0.00018765005167241565	1	
13.850000000000062	0.00019075603554307696	1	
13.900000000000063	0.00019373868398010193	1	
13.950000000000063	0.00019658439847635228	1	
14.000000000000064	0.0001992802205116362	1	
14.050000000000065	0.00020181392692278507	1	
14.100000000000065	0.0002041740053554495	1	
14.150000000000066	0.00020634958956212434	1	
14.200000000000067	0.00020833040827208544	1	
14.250000000000068	0.00021010677606796206	1	
14.300000000000068	0.0002116696471034339	1	
14.350000000000069	0.00021301071168325044	1	
14.40000000000007	0.00021412249595932978	1	
14.45000000000007	0.00021499845545049006	1	
14.500000000000071	0.00021563306285505296	1	
14.550000000000072	0.00021602188919806	1	
14.600000000000072	0.00021616167194468138	1	
14.650000000000073	0.0002160503659128967	1	
14.700000000000074	0.00021568717030408087	1	
14.750000000000075	0.00021507252692532224	1	
14.800000000000075	0.00021420809352980512	1	
14.850000000000076	0.00021309669973040594	1	
14.900000000000077	0.00021174228316755948	1	
14.950000000000077	0.00021014980274698303	1	
15.000000000000078	0.00020832515034205088	1	
15.050000000000079	0.00020627509458792526	1	
15.10000000000008	0.00020400726256201155	1	
15.15000000000008	0.00020153014372864292	1	
15.200000000000081	0.00019885309687742297	1	
15.250000000000082	0.00019598634490700797	1	
15.300000000000082	0.00019294094826865306	1	
15.350000000000083	0.0001897287536411089	1	
15.400000000000084	0.0001863623194181723	1	
15.450000000000085	0.00018285482310861545	1	
15.500000000000085	0.00017921995449723938	1	
15.550000000000086	0.00017547179154731883	1	
15.600000000000087	0.0001716246550258322	1	
15.650000000000087	0.00016769294982543967	1	
15.700000000000088	0.0001636910129124108	1	
15.750000000000089	0.0001596329880190104	1	
15.80000000000009	0.00015553273714388074	1	
15.85000000000009	0.00015140378598428188	1	
15.900000000000091	0.00014725929062064515	1	
15.950000000000092	0.00014311200873608698	1	
16.000000000000092	0.00013897426000744332	1	
16.050000000000093	0.00013485786638957477	1	
16.100000000000094	0.00013077407713503366	1	
16.150000000000095	0.00012673349303843708	1	
16.200000000000095	0.0001227459978740782	1	
16.250000000000096	0.00011882069772754568	1	
16.300000000000097	0.00011496586723496611	1	
16.350000000000097	0.00011118890255404319	1	
16.400000000000098	0.00010749628179779884	1	
16.4500000000001	0.00010389353402085934	1	
16.5000000000001	0.00010038521773366241	1	
16.5500000000001	9.69749094164515e-05	1	
16.6000000000001	9.366520187676027e-05	1	
16.6500000000001	9.045771178412053e-05	1	
16.700000000000102	8.735309541059819e-05	1	
16.750000000000103	8.435107151854508e-05	1	
16.800000000000104	8.145045041572784e-05	1	
16.850000000000104	7.86491683723017e-05	1	
16.900000000000105	7.59443267956688e-05	1	
