# Body fitted drag for model part FluidModelPart.Drag_structure
# Time Fx Fy Fz
0.05 -0.00000000 -0.00000000 -0.00000000
0.1 1171.28769761 0.13382682 -0.00000000
0.15000000000000002 2738.98556454 0.37857013 -0.00000000
0.2 4560.01958118 0.67163711 -0.00000000
0.25 6473.82139834 0.93081800 -0.00000000
0.3 8314.02598340 1.06117086 -0.00000000
0.35 9917.73687801 0.96331557 -0.00000000
0.39999999999999997 11138.20326079 0.54627373 -0.00000000
0.44999999999999996 11860.71943450 -0.25996098 -0.00000000
0.49999999999999994 12019.21303538 -1.49370066 -0.00000000
0.5499999999999999 11609.40779915 -3.15035301 -0.00000000
0.6 10694.24143249 -5.16710205 -0.00000000
0.65 9398.60058410 -7.40434210 -0.00000000
0.7000000000000001 7893.08670952 -9.63243985 -0.00000000
0.7500000000000001 6369.54513307 -11.54070271 -0.00000000
0.8000000000000002 5013.34311453 -12.78035426 -0.00000000
0.8500000000000002 3978.02814673 -13.03817621 -0.00000000
0.9000000000000002 3366.90667593 -12.12031508 -0.00000000
0.9500000000000003 3223.86140841 -10.01753922 -0.00000000
1.0000000000000002 3533.34108717 -6.93025180 -0.00000000
1.0500000000000003 4227.74407963 -3.24662600 -0.00000000
1.1000000000000003 5199.74485075 0.51657295 -0.00000000
1.1500000000000004 6317.33532726 3.78964407 -0.00000000
1.2000000000000004 7439.98006623 6.02376970 -0.00000000
1.2500000000000004 8434.78641064 6.75195059 -0.00000000
1.3000000000000005 9191.64258742 5.63689622 -0.00000000
1.3500000000000005 9635.93253795 2.51290065 -0.00000000
1.4000000000000006 9737.08079434 -2.57227749 -0.00000000
1.4500000000000006 9511.26278402 -9.31926212 -0.00000000
1.5000000000000007 9017.36311509 -17.15833028 -0.00000000
1.5500000000000007 8346.55104143 -25.27347219 -0.00000000
1.6000000000000008 7607.24784312 -32.68673192 -0.00000000
1.6500000000000008 6908.27340201 -38.40182343 -0.00000000
1.7000000000000008 6343.22948257 -41.58287159 -0.00000000
1.7500000000000009 5978.66270405 -41.72662061 -0.00000000
1.800000000000001 5847.50546476 -38.78344314 -0.00000000
1.850000000000001 5948.11333042 -33.19556379 -0.00000000
1.900000000000001 6248.24188454 -25.84372462 -0.00000000
1.950000000000001 6692.70348254 -17.91628277 -0.00000000
2.000000000000001 7213.20262037 -10.73031648 -0.00000000
2.0500000000000007 7738.84988920 -5.53805520 -0.00000000
2.1000000000000005 8205.97929929 -3.34832381 -0.00000000
2.1500000000000004 8566.07841778 -4.78509773 -0.00000000
2.2 8790.89963887 -9.99730268 -0.00000000
2.25 8874.20153303 -18.62891917 -0.00000000
2.3 8830.08004016 -29.85418106 -0.00000000
2.3499999999999996 8688.42230672 -42.47762688 -0.00000000
2.3999999999999995 8488.50785343 -55.09120817 -0.00000000
2.4499999999999993 8272.04344116 -66.27031387 -0.00000000
2.499999999999999 8076.87390405 -74.78091333 -0.00000000
2.549999999999999 7932.29831416 -79.76432024 -0.00000000
2.5999999999999988 7856.45956386 -80.86697637 -0.00000000
2.6499999999999986 7855.81731569 -78.29238379 -0.00000000
2.6999999999999984 7926.36381159 -72.76711014 -0.00000000
2.7499999999999982 8056.04431900 -65.42888854 -0.00000000
2.799999999999998 8227.78785919 -57.65800407 -0.00000000
2.849999999999998 8422.59915643 -50.88038290 -0.00000000
2.8999999999999977 8622.26980761 -46.37173466 -0.00000000
2.9499999999999975 8811.40736037 -45.08931589 -0.00000000
2.9999999999999973 8978.63958163 -47.55183644 -0.00000000
3.049999999999997 9117.01408897 -53.78123104 -0.00000000
3.099999999999997 9223.76891511 -63.30159165 -0.00000000
3.149999999999997 9299.66097260 -75.18049693 -0.00000000
3.1999999999999966 9348.01656551 -88.13312348 -0.00000000
3.2499999999999964 9374.21326626 -100.87801235 -0.00000000
3.2999999999999963 9384.79363307 -112.22327400 -0.00000000
3.349999999999996 9386.90832134 -121.18075988 -0.00000000
3.399999999999996 9387.87350829 -127.08420372 -0.00000000
3.4499999999999957 9394.72336979 -129.61234035 -0.00000000
3.4999999999999956 9413.77978335 -128.98812432 -0.00000000
3.5499999999999954 9450.17059663 -125.92307885 -0.00000000
3.599999999999995 9507.33560050 -121.47156364 -0.00000000
3.649999999999995 9586.60366485 -116.84824122 -0.00000000
3.699999999999995 9686.92221151 -113.23833583 -0.00000000
3.7499999999999947 9804.84763715 -111.63387667 -0.00000000
3.7999999999999945 9934.86679637 -112.72046221 -0.00000000
3.8499999999999943 10070.02743800 -116.79467545 -0.00000000
3.899999999999994 10202.72731006 -123.74519753 -0.00000000
3.949999999999994 10325.76186235 -133.08248152 -0.00000000
3.999999999999994 10433.33835738 -144.02885961 -0.00000000
4.049999999999994 10521.87714256 -155.61904077 -0.00000000
4.099999999999993 10590.48454402 -166.81978122 -0.00000000
4.149999999999993 10641.07016063 -176.69150294 -0.00000000
4.199999999999993 10678.03518855 -184.53780710 -0.00000000
4.249999999999993 10707.57168546 -190.00588209 -0.00000000
4.299999999999993 10736.69457055 -193.12093009 -0.00000000
4.3499999999999925 10772.17315995 -194.26174449 -0.00000000
4.399999999999992 10819.53647115 -194.08625142 -0.00000000
4.449999999999992 10882.30885489 -193.41814744 -0.00000000
4.499999999999992 10961.58943505 -193.11450079 -0.00000000
4.549999999999992 11056.02608703 -193.93614005 -0.00000000
4.599999999999992 11162.16709830 -196.44039558 -0.00000000
4.6499999999999915 11275.11300328 -200.91099033 -0.00000000
4.699999999999991 11389.34754239 -207.33315491 -0.00000000
4.749999999999991 11499.60557979 -215.41502251 -0.00000000
4.799999999999991 11601.64088044 -224.64883733 -0.00000000
4.849999999999991 11692.78288585 -234.40162210 -0.00000000
4.899999999999991 11772.21357151 -244.02025985 -0.00000000
4.94999999999999 11840.94368554 -252.93351641 -0.00000000
4.99999999999999 11901.51580969 -260.73347911 -0.00000000
5.04999999999999 11957.50305380 -267.22439314 -0.00000000
5.09999999999999 12012.89848759 -272.43436701 -0.00000000
5.14999999999999 12071.49755651 -276.59135204 -0.00000000
5.1999999999999895 12136.36653714 -280.07036719 -0.00000000
5.249999999999989 12209.46821841 -283.32256958 -0.00000000
5.299999999999989 12291.48548847 -286.79920666 -0.00000000
5.349999999999989 12381.84909291 -290.88305168 -0.00000000
5.399999999999989 12478.94434293 -295.83747934 -0.00000000
5.449999999999989 12580.44736996 -301.77972201 -0.00000000
5.4999999999999885 12683.72747463 -308.68078763 -0.00000000
5.549999999999988 12786.25021831 -316.38960185 -0.00000000
5.599999999999988 12885.92821882 -324.66693770 -0.00000000
5.649999999999988 12981.38429344 -333.21201623 -0.00000000
5.699999999999988 13072.08701249 -341.70165145 -0.00000000
5.749999999999988 13158.34136803 -349.84646632 -0.00000000
5.799999999999987 13241.15817521 -357.43740025 -0.00000000
5.849999999999987 13322.03876316 -364.36997895 -0.00000000
5.899999999999987 13402.71419852 -370.64608954 -0.00000000
5.949999999999987 13484.88032152 -376.35796982 -0.00000000
5.999999999999987 13569.96901489 -381.66239106 -0.00000000
6.0499999999999865 13658.99475040 -386.75642793 -0.00000000
6.099999999999986 13752.49890746 -391.86338633 -0.00000000
6.149999999999986 13850.46339487 -397.17895401 -0.00000000
6.199999999999986 13952.22248155 -402.78853377 -0.00000000
6.249999999999986 14056.66519878 -408.68132128 -0.00000000
6.299999999999986 14162.50538322 -414.78328340 -0.00000000
6.349999999999985 14268.51248527 -420.97943593 -0.00000000
6.399999999999985 14373.69385164 -427.13368760 -0.00000000
6.449999999999985 14477.41550818 -433.10856024 -0.00000000
6.499999999999985 14579.45631533 -438.78431133 -0.00000000
6.549999999999985 14680.00026305 -444.07069507 -0.00000000
6.5999999999999845 14779.56448400 -448.90643145 -0.00000000
6.649999999999984 14878.87855087 -453.25981916 -0.00000000
6.699999999999984 14978.75437495 -457.12901484 -0.00000000
6.749999999999984 15079.96688948 -460.53758219 -0.00000000
6.799999999999984 15183.15639579 -463.52647865 -0.00000000
6.849999999999984 15288.76057643 -466.14453740 -0.00000000
6.8999999999999835 15396.98045927 -468.43907220 -0.00000000
6.949999999999983 15507.78061205 -470.44814713 -0.00000000
6.999999999999983 15620.92014462 -472.19537899 -0.00000000
7.049999999999983 15736.00799786 -473.68757174 -0.00000000
7.099999999999983 15852.57364308 -474.91491011 -0.00000000
7.149999999999983 15970.14282858 -475.85304169 -0.00000000
7.199999999999982 16088.30812895 -476.46632605 -0.00000000
7.249999999999982 16206.78392354 -476.71137084 -0.00000000
7.299999999999982 16325.44037176 -476.54038398 -0.00000000
7.349999999999982 16444.31132897 -475.90426042 -0.00000000
