Time	Disp_X	Disp_Y	Disp_Z	Coupling_Iterations	
0.05	1.154044656007758e-06	-1.2969580172046605e-07	6.401168453963419e-20	1	
0.1	7.481309882751147e-05	-4.039487383446069e-05	-3.846286536758657e-16	6	
0.15000000000000002	0.0003437327334251791	-5.477799328154792e-05	-1.5050200830324276e-15	6	
0.2	0.0008752327617720839	-5.7178055954134684e-05	-1.8827819440154695e-15	4	
0.25	0.0016730546592922564	-0.00014273186963356034	7.417964954601965e-17	4	
0.3	0.0025869320349458753	-0.00030462166554380804	2.8677561362399416e-15	3	
0.35	0.0034339887925364755	-0.0004291825925225552	3.961040966911068e-15	3	
0.39999999999999997	0.004175196148569173	-0.0004651795281940232	2.1884638202771913e-15	3	
0.44999999999999996	0.004887785766853928	-0.0004877157808573433	-3.5526482663557054e-15	3	
0.49999999999999994	0.005635585037907205	-0.0005690462809682953	-1.2509479499058465e-14	3	
0.5499999999999999	0.006399953888750604	-0.0006886302531268191	-1.783348007703744e-14	3	
0.6	0.007077812954015122	-0.0007845349121027436	-1.1610962912431743e-14	3	
0.65	0.007544064560778182	-0.0008289543687632272	3.1351580096346077e-15	3	
0.7000000000000001	0.007749758619968889	-0.000835024706550687	1.2755412168523648e-14	3	
0.7500000000000001	0.0077505026797611365	-0.0008220192687086484	9.803501307790723e-15	3	
0.8000000000000002	0.007633051046946568	-0.0008017839508860286	3.590285653375349e-15	3	
0.8500000000000002	0.007428511195300105	-0.0007842342875309359	7.966484732874992e-15	3	
0.9000000000000002	0.00709624922267643	-0.0007671309763636243	2.2666004250713873e-14	3	
0.9500000000000003	0.006578515426153504	-0.0007272243656151148	3.391582779163174e-14	3	
1.0000000000000002	0.005869244770607115	-0.0006448333620119391	3.228558299039919e-14	3	
1.0500000000000003	0.005037402917835622	-0.0005340349756888011	2.2898666376052656e-14	3	
1.1000000000000003	0.004185278037323376	-0.0004310671076558571	1.635826767612221e-14	3	
1.1500000000000004	0.003381628509750829	-0.0003548199063898855	1.5235275538437726e-14	3	
1.2000000000000004	0.002633285176068089	-0.00029268595007894227	1.3575210627502805e-14	3	
1.2500000000000004	0.001917272204463065	-0.00022392213438375804	6.907415712064451e-15	3	
1.3000000000000005	0.0012358379349642966	-0.0001445961476492636	-2.079102720158856e-15	3	
1.3500000000000005	0.0006407412995698097	-6.881831383329991e-05	-8.10556160213199e-15	3	
1.4000000000000006	0.00020716822197916273	-1.5073535477178762e-05	-1.0106708397016545e-14	3	
1.4500000000000006	-1.582494938591968e-05	6.159402262738535e-06	-1.1531480067564986e-14	3	
1.5000000000000007	-3.257977997500235e-05	-2.1239322881827846e-06	-1.5315691791113675e-14	3	
1.5500000000000007	0.0001166343766857639	-2.6660685865119404e-05	-2.072377757209734e-14	3	
1.6000000000000008	0.00039774627900190007	-5.563517417526452e-05	-2.532286368670844e-14	3	
1.6500000000000008	0.0008087624277511111	-8.98128037367502e-05	-2.854650989427755e-14	3	
1.7000000000000008	0.0013674698102445672	-0.00014078413400139987	-3.2228779569698455e-14	3	
1.7500000000000009	0.0020762595387498806	-0.00021705868378633475	-3.803788266545766e-14	3	
1.800000000000001	0.0028988590821898107	-0.00031317768013336574	-4.531890445577578e-14	3	
1.850000000000001	0.003769957605404124	-0.0004133351802897788	-5.156547853250091e-14	3	
1.900000000000001	0.004627259265126845	-0.0005042994103886763	-5.4394890081912974e-14	3	
1.950000000000001	0.005436154175827104	-0.0005837557515917341	-5.299950767123512e-14	3	
2.000000000000001	0.006186572025695765	-0.0006573851194837944	-4.8632982625674024e-14	3	
2.0500000000000007	0.006868789279834366	-0.0007296285432354302	-4.445622895826648e-14	3	
2.1000000000000005	0.007453498548853245	-0.0007971522802049875	-4.410804350981488e-14	3	
2.1500000000000004	0.007895148405112918	-0.0008499848588748899	-4.848870428829363e-14	3	
2.2	0.008154515624086983	-0.000878680694695004	-5.294429267460352e-14	3	
2.25	0.008219150811917326	-0.0008811938705607505	-4.897183561606247e-14	3	
2.3	0.008103934800048949	-0.0008634185428716177	-3.151559508898514e-14	3	
2.3499999999999996	0.007833384863194641	-0.0008330434744029478	-6.4259817021474624e-15	3	
2.3999999999999995	0.007423515499669071	-0.0007927710533947275	1.0043202463127436e-14	3	
2.4499999999999993	0.006879576045315987	-0.0007394320907713935	1.8495513069980778e-15	3	
2.499999999999999	0.0062097884084988874	-0.0006693747094740795	-3.398512340751673e-14	3	
2.549999999999999	0.005440370032767345	-0.0005843534720579455	-8.354721837044522e-14	3	
2.5999999999999988	0.004617046445751368	-0.0004922600780819907	-1.2445420204592966e-13	3	
2.6499999999999986	0.003791698387858175	-0.0004025138701136529	-1.3837382445068768e-13	3	
2.6999999999999984	0.0030063068158108996	-0.0003207736540138298	-1.1754899695885755e-13	3	
2.7499999999999982	0.002287643771734764	-0.00024760256372522517	-6.460953867675843e-14	3	
2.799999999999998	0.0016551621699677503	-0.0001816868166717953	6.980363071115278e-15	3	
2.849999999999998	0.0011323628563106715	-0.00012417834556442307	6.93810124947401e-14	3	
2.8999999999999977	0.0007497294962647529	-8.006350902263213e-05	8.327397817403881e-14	3	
2.9499999999999975	0.0005362277058449972	-5.543722419292562e-05	1.7445205916686774e-14	3	
2.9999999999999973	0.0005072266078129701	-5.337894670646064e-05	-1.224843760930968e-13	2	
3.049999999999997	0.0006596570232671966	-7.218205535961118e-05	-2.8254067102548497e-13	3	
3.099999999999997	0.000977643965976343	-0.00010752708793878737	-3.869037865961473e-13	3	
3.149999999999997	0.0014425711270599304	-0.00015606901218599042	-3.907986571615315e-13	3	
3.1999999999999966	0.002038341911950317	-0.00021708332301092304	-3.1803159272519665e-13	3	
3.2499999999999964	0.0027479117408878177	-0.00029098284147737553	-2.4701997893498166e-13	3	
3.2999999999999963	0.0035458232784722423	-0.0003764083696773107	-2.5113637344864544e-13	3	
3.349999999999996	0.004394968300071237	-0.0004687359080619672	-3.4059826632301865e-13	3	
3.399999999999996	0.005251328021354612	-0.0005613412870979541	-4.541094409206716e-13	3	
3.4499999999999957	0.006072972251084301	-0.0006484244834729742	-5.062621979555624e-13	3	
3.4999999999999956	0.006826161691593261	-0.0007268411056380432	-4.495962724398599e-13	3	
3.5499999999999954	0.00748466916866357	-0.0007954612139508701	-3.007063150276949e-13	3	
3.599999999999995	0.00802488373320923	-0.0008530006684004436	-1.1445219592552256e-13	3	
3.649999999999995	0.008422773531835192	-0.000896606518162883	6.455464237850867e-14	3	
3.699999999999995	0.008656382905982963	-0.000922536897770946	2.2872426787164884e-13	3	
3.7499999999999947	0.008711911568803653	-0.0009282097544832203	3.9260545574530364e-13	2	
3.7999999999999945	0.008588258842512736	-0.0009135759997937057	5.550606714410097e-13	3	
3.8499999999999943	0.008296170384609499	-0.0008809648105373512	6.753858244892648e-13	3	
3.899999999999994	0.007853350430642437	-0.0008333753127559216	6.855481830828478e-13	3	
3.949999999999994	0.007280172774298796	-0.0007729508590173464	5.296847278701357e-13	3	
3.999999999999994	0.006599171043342772	-0.0007010752982681118	2.0171116405392474e-13	3	
4.049999999999994	0.005837649246364919	-0.0006197105469027018	-2.437243956466111e-13	3	
4.099999999999993	0.005029770852935238	-0.000532476707357473	-7.103063616681115e-13	3	
4.149999999999993	0.0042150328206310836	-0.00044438205563209225	-1.093173082197545e-12	3	
4.199999999999993	0.003433505055471565	-0.000360519566269922	-1.3065773703559223e-12	3	
4.249999999999993	0.0027210740828802742	-0.00028485220459484886	-1.2976828701532071e-12	3	
4.299999999999993	0.002107608146560532	-0.00021995332180838357	-1.0515415992687173e-12	3	
4.3499999999999925	0.001618105809790318	-0.00016772224550033242	-5.961530112404129e-13	3	
4.399999999999992	0.0012742978038168338	-0.00013026329158563276	-9.055221316989497e-15	3	
4.449999999999992	0.0010941492168771649	-0.00010999696580915786	5.82930518776534e-13	3	
4.499999999999992	0.0010889851792036625	-0.00010891556144676583	1.0206507316377281e-12	1	
4.549999999999992	0.0012607581897965772	-0.00012727856764631318	1.1468151453863407e-12	2	
4.599999999999992	0.0016014218652459812	-0.00016375279400481578	8.46022182880366e-13	3	
4.6499999999999915	0.0020946000772050413	-0.0002162569541451301	7.523842795756689e-14	3	
