Time	Disp_X	Disp_Y	Disp_Z	Coupling_Iterations	
0.05	9.647806183771734e-16	1.2118006852790473e-15	0.0	1	
0.1	1.9695630613924436e-05	-1.5082999654152398e-05	0.0	11	
0.15000000000000002	0.00015577819139425193	-4.449648686398298e-05	0.0	6	
0.2	0.0005203017013511517	-5.3427175877622384e-05	0.0	11	
0.25	0.0012205758736760657	-8.735338326907994e-05	0.0	11	
0.3	0.0022084883430288464	-0.00021755985710858951	0.0	11	
0.35	0.0032264256738396605	-0.0004532315673789529	0.0	2	
0.39999999999999997	0.004077718483952757	-0.0005105737389976299	0.0	11	
0.44999999999999996	0.004660156271703502	-0.0005013082042035115	0.0	11	
0.49999999999999994	0.00515367500770083	-0.0005010718718264196	0.0	3	
0.5499999999999999	0.005758933130987829	-0.0005686454666431459	0.0	5	
0.6	0.006525344461543736	-0.0007205155913917677	0.0	9	
0.65	0.007341387360995572	-0.00040270991495889143	0.0	11	
0.7000000000000001	0.007412231562694889	-0.0007232864786418746	0.0	11	
0.7500000000000001	0.007691353298859295	-0.0007518991513598429	0.0	11	
0.8000000000000002	0.008167983951353451	-0.000820348518833656	0.0	11	
0.8500000000000002	0.008653037658818074	-0.0010039640806284362	0.0	11	
0.9000000000000002	0.008622826684663056	-0.0009892452062510554	0.0	11	
0.9500000000000003	0.00796303123519538	-0.0009140844028961136	0.0	11	
1.0000000000000002	0.007056999895730541	-0.0006765397697382118	0.0	11	
1.0500000000000003	0.006199155102048083	-0.0005717139532539279	0.0	11	
1.1000000000000003	0.005688809551875425	-0.0005635757911970803	0.0	11	
1.1500000000000004	0.005129726367353676	-0.0006789468885714496	0.0	11	
1.2000000000000004	0.004181533192011455	-0.0005242704356699814	0.0	11	
1.2500000000000004	0.002810860794118263	-0.00030472014528560106	0.0	11	
1.3000000000000005	0.0015223171843676336	-7.019525206656067e-05	0.0	11	
1.3500000000000005	0.0005956462926359402	-7.815276686897183e-06	0.0	11	
1.4000000000000006	0.00023036552594072135	-2.6979403126076845e-05	0.0	11	
1.4500000000000006	-6.435417739209288e-05	-7.885224895475564e-05	0.0	11	
1.5000000000000007	-0.0004984221782550261	-1.989293740861944e-05	0.0	11	
1.5500000000000007	-0.001108723297924059	0.00010454847292511354	0.0	11	
1.6000000000000008	-0.0013748033428728193	0.0002557731639384429	0.0	11	
1.6500000000000008	-0.0010473734219413613	0.00017215324300062844	0.0	11	
1.7000000000000008	-0.00023949044951274276	-2.4051610009027646e-06	0.0	11	
1.7500000000000009	0.0006104220084487831	-0.0001826024971631018	0.0	11	
1.800000000000001	0.0012829694705534167	-0.00018945738304064643	0.0	11	
1.850000000000001	0.001758300396705564	-0.00013316234978217172	0.0	11	
1.900000000000001	0.0025654100622139026	-0.00018541316503412506	0.0	11	
1.950000000000001	0.00380441006523242	-0.0003976730441186093	0.0	11	
2.000000000000001	0.005172793992505975	-0.0005747121038132927	0.0	11	
2.0500000000000007	0.006338737840124637	-0.0007728286934547794	0.0	11	
2.1000000000000005	0.006978912789952036	-0.0007813329161792558	0.0	11	
2.1500000000000004	0.007380000380102193	-0.0007475940040001997	0.0	11	
2.2	0.007854494679433053	-0.0007357336259448916	0.0	11	
2.25	0.008512403734658327	-0.0008789836299870421	0.0	11	
2.3	0.009068889726021974	-0.0010605513706561092	0.0	11	
2.3499999999999996	0.009073761889971459	-0.0010522751786671365	0.0	11	
2.3999999999999995	0.008564181787061748	-0.0009042737190910743	0.0	11	
2.4499999999999993	0.00781574266779381	-0.0007702558180140594	0.0	11	
2.499999999999999	0.007144927132145387	-0.0006900138989175352	0.0	11	
2.549999999999999	0.006706285798269448	-0.0007349191325933615	0.0	11	
2.5999999999999988	0.0061040691457447775	-0.0007090514849888613	0.0	11	
2.6499999999999986	0.005080455426711471	-0.0006091961190497126	0.0	11	
2.6999999999999984	0.0037722642273267056	-0.00040708116122944467	0.0	11	
2.7499999999999982	0.0025207480203911074	-0.00019149759171573883	0.0	11	
2.799999999999998	0.0016593913064256636	-9.967268270713737e-05	0.0	11	
2.849999999999998	0.0011644041372900144	-0.00015212144715375566	0.0	11	
2.8999999999999977	0.000706134458822544	-0.00017882574367208582	0.0	11	
2.9499999999999975	5.966894484733933e-05	-4.858539304700082e-05	0.0	11	
2.9999999999999973	-0.0005963593676957262	0.00011119912243119538	0.0	11	
3.049999999999997	-0.0009080395285002563	0.00017411611882101798	0.0	11	
3.099999999999997	-0.0006214025421474391	8.265153405006412e-05	0.0	11	
3.149999999999997	-2.618539668784687e-05	-2.352228314583308e-05	0.0	11	
3.1999999999999966	0.000677351309591249	-0.0001365246776428769	0.0	11	
3.2499999999999964	0.0011564218281696207	-0.0001781927822021111	0.0	11	
3.2999999999999963	0.0016575808325217474	-0.00011903068358789213	0.0	11	
3.349999999999996	0.0025035971870078434	-0.00019303534632315807	0.0	11	
3.399999999999996	0.0037489916169252866	-0.0003601286449062594	0.0	11	
3.4499999999999957	0.005042526792320946	-0.0006068105067982101	0.0	11	
3.4999999999999956	0.006178949195678926	-0.0007446201305844409	0.0	11	
3.5499999999999954	0.00681526551712692	-0.0007156298362063632	0.0	11	
3.599999999999995	0.007412492567133902	-0.0007228861820462182	0.0	11	
3.649999999999995	0.008019448951516102	-0.0007974164956191009	0.0	11	
3.699999999999995	0.008845483962324045	-0.0009475330308249658	0.0	11	
