Time	DISPLACEMENT_X	Coupling_Iterations	
0.05	0.0	1	
0.1	1.1416317414991183e-07	1	
0.15000000000000002	5.708576338427604e-07	1	
0.2	1.673762708055828e-06	1	
0.25	3.7616265103218182e-06	1	
0.3	7.168120698123375e-06	1	
0.35	1.218244370382727e-05	1	
0.39999999999999997	1.9012991737543315e-05	1	
0.44999999999999996	2.7757410527681618e-05	1	
0.49999999999999994	3.836478127987958e-05	2	
0.5499999999999999	5.0587813263409783e-05	2	
0.6	6.390654528445364e-05	3	
0.65	7.767085069437033e-05	3	
0.7000000000000001	9.128788940989129e-05	3	
0.7500000000000001	0.0001043542447839799	3	
0.8000000000000002	0.00011668374868063473	2	
0.8500000000000002	0.0001282701707881072	2	
0.9000000000000002	0.00013923353541954342	2	
0.9500000000000003	0.0001497590530801566	2	
1.0000000000000002	0.00016003763874403827	2	
1.0500000000000003	0.0001702168427654039	2	
1.1000000000000003	0.00018037005880344102	2	
1.1500000000000004	0.0001904880759360416	2	
1.2000000000000004	0.00020049202394665245	2	
1.2500000000000004	0.00021027693075490196	1	
1.3000000000000005	0.00021973498210757313	1	
1.3500000000000005	0.00022877071155752847	1	
1.4000000000000006	0.00023731337025406608	1	
1.4500000000000006	0.00024532540380704803	1	
1.5000000000000007	0.00025280561319643654	1	
1.5500000000000007	0.00025978651207468904	1	
1.6000000000000008	0.00026632621666903227	1	
1.6500000000000008	0.0002724959236583947	1	
1.7000000000000008	0.00027836460872506923	1	
1.7500000000000009	0.0002839829541902546	1	
1.800000000000001	0.00028936864386081994	1	
1.850000000000001	0.00029449501522406976	1	
1.900000000000001	0.0002992846294476378	1	
1.950000000000001	0.00030360865062421837	1	
2.000000000000001	0.0003072921146751607	1	
2.0500000000000007	0.0003101243556623487	1	
2.1000000000000005	0.00031187319367061866	1	
2.1500000000000004	0.0003123010928754271	1	
2.2	0.0003111814247692493	1	
2.25	0.00030831319779177677	1	
2.3	0.00030353305734612387	1	
2.3499999999999996	0.0002967239052324642	1	
2.3999999999999995	0.00028782002313797287	1	
2.4499999999999993	0.00027677691771074833	2	
2.499999999999999	0.00026360060621982115	3	
2.549999999999999	0.0002483968155208553	3	
2.5999999999999988	0.0002313713215416308	3	
2.6499999999999986	0.00021279375774143537	3	
2.6999999999999984	0.0001929564627573749	3	
2.7499999999999982	0.00017214679901975629	3	
2.799999999999998	0.00015063959587709739	3	
2.849999999999998	0.00012870672618564956	3	
2.8999999999999977	0.00010663513333066824	3	
2.9499999999999975	8.474351586096336e-05	3	
2.9999999999999973	6.339039039257779e-05	3	
3.049999999999997	4.297058096030035e-05	3	
3.099999999999997	2.3901425386556553e-05	3	
3.149999999999997	6.60283442194913e-06	3	
3.1999999999999966	-8.523723991045063e-06	3	
3.2499999999999964	-2.1113051417558975e-05	3	
3.2999999999999963	-3.090714414451603e-05	1	
3.349999999999996	-3.7716526461733186e-05	1	
3.399999999999996	-4.137973889290577e-05	1	
3.4499999999999957	-4.174691216117528e-05	1	
3.4999999999999956	-3.8680632002425385e-05	1	
3.5499999999999954	-3.2067393470254564e-05	1	
3.599999999999995	-2.1778688448958334e-05	2	
3.649999999999995	-7.743031928913476e-06	3	
3.699999999999995	9.930320539770528e-06	3	
3.7499999999999947	3.092889460588068e-05	3	
3.7999999999999945	5.480002445515724e-05	3	
3.8499999999999943	8.103402440943375e-05	3	
3.899999999999994	0.00010912354520665649	3	
3.949999999999994	0.00013858412463710936	3	
3.999999999999994	0.00016894442722349475	3	
4.049999999999994	0.00019972518760901512	3	
4.099999999999993	0.0002304238685308205	3	
4.149999999999993	0.0002605133967016257	3	
4.199999999999993	0.0002894544580740897	3	
4.249999999999993	0.00031671570461934553	3	
4.299999999999993	0.0003417955621431493	3	
4.3499999999999925	0.0003642411676967316	3	
4.399999999999992	0.00038366259956046405	3	
4.449999999999992	0.00039974241283855677	3	
4.499999999999992	0.0004122413646716757	3	
4.549999999999992	0.00042101123646200037	1	
4.599999999999992	0.0004259744407574649	1	
4.6499999999999915	0.0004271128934469601	1	
4.699999999999991	0.0004244691623271629	1	
4.749999999999991	0.0004181546346607606	1	
4.799999999999991	0.00040835904226741495	1	
4.849999999999991	0.0003955169351514853	3	
4.899999999999991	0.0003801900727588108	3	
4.94999999999999	0.00036293417641781404	3	
4.99999999999999	0.000344248974942644	3	
5.04999999999999	0.0003245924312032783	3	
5.09999999999999	0.00030442064544638017	3	
5.14999999999999	0.0002842206237409277	3	
5.1999999999999895	0.0002645183559972081	3	
5.249999999999989	0.000245861295595464	3	
5.299999999999989	0.00022878543989604145	3	
5.349999999999989	0.00021378032021391412	3	
5.399999999999989	0.00020126196579012387	3	
5.449999999999989	0.0001915085092364785	1	
5.4999999999999885	0.0001847092993684214	1	
5.549999999999988	0.00018100725908075304	1	
5.599999999999988	0.00018050981694968217	1	
5.649999999999988	0.0001832792171496183	1	
5.699999999999988	0.00018931264837260422	1	
5.749999999999988	0.0001985197098392259	1	
5.799999999999987	0.0002106361728102787	2	
5.849999999999987	0.0002251581229041911	3	
5.899999999999987	0.00024148450969750147	3	
5.949999999999987	0.00025904245916830496	3	
5.999999999999987	0.00027732133032618424	3	
6.0499999999999865	0.0002958427338716756	3	
6.099999999999986	0.0003141156699405407	3	
6.149999999999986	0.00033161240969014895	3	
6.199999999999986	0.00034777615217895466	3	
6.249999999999986	0.0003620518036368606	3	
6.299999999999986	0.00037397267949089647	2	
6.349999999999985	0.0003831978090908326	1	
6.399999999999985	0.00038944909367556404	1	
6.449999999999985	0.0003924691230542014	1	
6.499999999999985	0.00039201902499648087	1	
6.549999999999985	0.0003879001325585681	1	
6.5999999999999845	0.0003799864307964228	1	
6.649999999999984	0.00036824004589134073	2	
6.699999999999984	0.00035283526184554895	3	
6.749999999999984	0.00033419368042899645	3	
6.799999999999984	0.00031291168054013084	3	
6.849999999999984	0.0002896596879618664	3	
6.8999999999999835	0.0002651123596426505	3	
6.949999999999983	0.00023992425867449662	3	
6.999999999999983	0.0002147384703208495	3	
7.049999999999983	0.0001902061320554868	3	
7.099999999999983	0.00016699855418201686	3	
7.149999999999983	0.00014580324216188924	3	
7.199999999999982	0.00012730438551833255	3	
7.249999999999982	0.00011215398619992479	3	
7.299999999999982	0.00010088368446592621	2	
7.349999999999982	9.386837407718194e-05	1	
7.399999999999982	9.140712988519627e-05	1	
7.4499999999999815	9.377751712400764e-05	1	
7.499999999999981	0.00010123913098151696	1	
7.549999999999981	0.00011421263440452271	3	
7.599999999999981	0.00013290505596017137	3	
7.649999999999981	0.00015710229646077601	3	
7.699999999999981	0.00018625269024046107	3	
7.7499999999999805	0.00021965367971970984	3	
7.79999999999998	0.0002565911543734521	3	
7.84999999999998	0.0002963800789426008	3	
7.89999999999998	0.0003383335537472076	3	
7.94999999999998	0.0003817143262233968	3	
7.99999999999998	0.00042570797991589273	3	
8.04999999999998	0.00046942887264207083	3	
8.09999999999998	0.0005119497767098842	3	
8.14999999999998	0.0005523406284354412	3	
8.199999999999982	0.0005897058096530698	3	
8.249999999999982	0.0006232146547368974	3	
8.299999999999983	0.0006521239744471226	3	
8.349999999999984	0.0006757937974998198	3	
8.399999999999984	0.0006936986056473763	3	
8.449999999999985	0.0007054642558854291	2	
8.499999999999986	0.0007108680965961466	1	
8.549999999999986	0.0007097914723516169	1	
8.599999999999987	0.0007021989868264008	1	
8.649999999999988	0.0006881425155827082	3	
8.699999999999989	0.0006678736689594448	3	
8.74999999999999	0.0006418771905311041	3	
8.79999999999999	0.0006108234422351208	3	
8.84999999999999	0.0005755036806699191	3	
8.899999999999991	0.0005367833663080648	3	
8.949999999999992	0.0004955795224200448	3	
8.999999999999993	0.0004528524720600503	3	
9.049999999999994	0.0004095993438307686	3	
9.099999999999994	0.0003668412703129663	3	
9.149999999999995	0.00032560236792572003	3	
9.199999999999996	0.0002868830009807879	3	
9.249999999999996	0.0002516314576895255	3	
9.299999999999997	0.00022071755131150932	3	
9.349999999999998	0.00019490925353915373	3	
9.399999999999999	0.0001748532609471277	3	
9.45	0.00016106017540906177	3	
9.5	0.00015383857341118564	1	
9.55	0.00015336327513137884	1	
9.600000000000001	0.00015972334116258363	1	
9.650000000000002	0.00017295540893219667	3	
9.700000000000003	0.00019286911794178186	3	
9.750000000000004	0.00021899775548287877	3	
9.800000000000004	0.00025067739004783993	3	
9.850000000000005	0.0002871368361920172	3	
9.900000000000006	0.00032754010232706487	3	
9.950000000000006	0.0003709878861379465	3	
10.000000000000007	0.0004165113336570592	3	
10.050000000000008	0.00046272870128772795	3	
10.100000000000009	0.0005081253772837388	3	
10.15000000000001	0.0005515041674273493	3	
10.20000000000001	0.0005921443497340662	3	
10.25000000000001	0.0006296648853776833	3	
10.300000000000011	0.0006637900069523964	3	
10.350000000000012	0.0006941857635214044	3	
10.400000000000013	0.0007204222239800682	3	
10.450000000000014	0.0007420257529882533	3	
10.500000000000014	0.0007585576492656233	3	
10.550000000000015	0.0007696951503838159	2	
10.600000000000016	0.0007752432728335337	1	
10.650000000000016	0.0007750884151087791	1	
10.700000000000017	0.000769166814200581	1	
10.750000000000018	0.0007574137798765898	2	
10.800000000000018	0.0007398124773739797	3	
10.85000000000002	0.0007164788533905993	3	
10.90000000000002	0.0006876618020367283	3	
10.95000000000002	0.0006536969318838336	3	
11.000000000000021	0.0006149695962202324	3	
11.050000000000022	0.0005719013717655477	3	
11.100000000000023	0.0005249521320500113	3	
11.150000000000023	0.00047462663379310965	3	
11.200000000000024	0.0004214780230995895	3	
11.250000000000025	0.0003661056520412197	3	
11.300000000000026	0.0003091483102946827	3	
11.350000000000026	0.0002512751763198871	3	
11.400000000000027	0.00019317635682895122	3	
11.450000000000028	0.0001355537686119754	3	
11.500000000000028	7.911238206532516e-05	3	
11.55000000000003	2.4551965459870503e-05	3	
