# Results for "element" with Id # 5504577 at position: x: -360; y: 0; z: 180
# time PRESSURE VELOCITY_X VELOCITY_Y VELOCITY_Z
0.02 0.0 0.0 0.0 0.0
0.04 547.0099280486713 0.0035296076447737966 -7.338262497069375e-05 -0.0005070961425767912
0.06 1288.7832183827481 0.013019456932723595 -0.00027080964431835144 -0.0018662624162517829
0.08 2148.4677915927523 0.030038068247351536 -0.0006245957490632665 -0.004295036074913002
0.1 3041.572983894852 0.05532168834286408 -0.0011492702671006508 -0.00788838461717199
0.12000000000000001 3884.2420531346397 0.08878788573274908 -0.0018418868332726595 -0.012622212708637205
0.14 4600.951946926957 0.1295929392381288 -0.0026832884383307665 -0.01836387655643394
0.16 5131.093623138402 0.17624630839021035 -0.0036405933758643498 -0.024891167519571843
0.18 5433.927092141812 0.2267767499030311 -0.004670782434244552 -0.03191842076953112
0.19999999999999998 5491.530584291882 0.2789357808397841 -0.005725086557403796 -0.039127169081126595
0.21999999999999997 5309.537109363742 0.33041954585539196 -0.006753769773812458 -0.04619824203762866
0.23999999999999996 4915.651651023031 0.3790880863858155 -0.007710855517066319 -0.05284219605608497
0.25999999999999995 4356.151201855647 0.4231612734911097 -0.008558344038762824 -0.05882525434176457
0.27999999999999997 3690.761205761763 0.46137311577087703 -0.009269522447413765 -0.06398854751437483
0.3 2986.4564842528507 0.49307063795740685 -0.009831063385377878 -0.06825920281647288
0.32 2310.828626551374 0.5182495143503215 -0.010243741402702176 -0.07165268999799237
0.34 1725.6845808150995 0.5375254116742795 -0.010521746231713574 -0.07426668792973086
0.36000000000000004 1281.490044763672 0.5520466685729323 -0.010690722609314475 -0.0762675180264839
0.38000000000000006 1013.1558900542349 0.5633597008353225 -0.010784789278627098 -0.07787081337447935
0.4000000000000001 937.5033684289527 0.5732426802508567 -0.010842884394474943 -0.07931854959955756
0.4200000000000001 1052.5586847724219 0.5835252740912179 -0.010904827050191338 -0.0808547825530338
0.4400000000000001 1338.6414771002285 0.595912461065467 -0.011007489297343853 -0.08270243768457519
0.46000000000000013 1761.0452236782553 0.6118288747113931 -0.011181433748475626 -0.08504329922734008
0.48000000000000015 2273.9755917414855 0.6322971622488461 -0.011448306478751391 -0.08800293034659405
0.5000000000000001 2825.32060866595 0.6578599177938452 -0.011819187241598332 -0.09164170928198774
0.5200000000000001 3361.77854759539 0.6885502917780462 -0.0122940046923973 -0.09595252819474653
0.5400000000000001 3833.8633289881172 0.7239117882016952 -0.01286202572107081 -0.10086503377143217
0.5600000000000002 4200.33999318581 0.7630633644547762 -0.013503331919897596 -0.10625565816153446
0.5800000000000002 4431.709926693228 0.8048020157016313 -0.014191113923721946 -0.11196217400484558
0.6000000000000002 4512.635908140691 0.8477349513183219 -0.014896095022154483 -0.11779967261780304
0.6200000000000002 4442.521962831737 0.890421248536573 -0.015589302018805302 -0.12357940545587068
0.6400000000000002 4234.93088978513 0.9315112967046708 -0.01624409893846377 -0.1291275339139328
0.6600000000000003 3915.7736440813906 0.9698728659389467 -0.01683844221927578 -0.13430093525819622
0.6800000000000003 3520.3181757288967 1.0046911995192362 -0.017356762276298413 -0.1389990719029744
0.7000000000000003 3089.4323206163845 1.0355339689503908 -0.01779118338212716 -0.14317114372519915
0.7200000000000003 2665.453974540198 1.0623759452136954 -0.018141945360740083 -0.1468181637923288
0.7400000000000003 2288.104450702093 1.0855825909148753 -0.01841700396694164 -0.14999006899038242
0.7600000000000003 1990.8391639082433 1.105856024555907 -0.018630883136974846 -0.1527784236513321
0.7800000000000004 1797.9680629485074 1.1241504953940302 -0.01880292744617753 -0.15530563676432596
0.8000000000000004 1722.7850820767626 1.141567225626172 -0.01895516048348271 -0.15771188765560792
0.8200000000000004 1766.8346434147436 1.1592400196918036 -0.01910998245590297 -0.1601410903106507
